0.000,0.19230769
0.001,0.19230769
0.003,0.19230769
0.004,0.19230769
0.006,0.19230769
0.007,0.20000000
0.008,0.20000000
0.010,0.19230769
0.011,0.20000000
0.013,0.20000000
0.014,0.19230769
0.015,0.20000000
0.017,0.20000000
0.018,0.20000000
0.019,0.20769231
0.021,0.20000000
0.022,0.20769231
0.024,0.20000000
0.025,0.19230769
0.026,0.19230769
0.028,0.20000000
0.029,0.20000000
0.031,0.20000000
0.032,0.20769231
0.033,0.21538462
0.035,0.21538462
0.036,0.20769231
0.037,0.19230769
0.039,0.20000000
0.040,0.22307692
0.042,0.20000000
0.043,0.20769231
0.044,0.21538462
0.046,0.21538462
0.047,0.21538462
0.049,0.21538462
0.050,0.20769231
0.051,0.20769231
0.053,0.20769231
0.054,0.20769231
0.056,0.20000000
0.057,0.20769231
0.058,0.20000000
0.060,0.19230769
0.061,0.20769231
0.062,0.20769231
0.064,0.20769231
0.065,0.20769231
0.067,0.20769231
0.068,0.20769231
0.069,0.21538462
0.071,0.20769231
0.072,0.20769231
0.074,0.20769231
0.075,0.20769231
0.076,0.20769231
0.078,0.20000000
0.079,0.20769231
0.081,0.20769231
0.082,0.20769231
0.083,0.20769231
0.085,0.20000000
0.086,0.20769231
0.087,0.20769231
0.089,0.19230769
0.090,0.18461538
0.092,0.17692308
0.093,0.17692308
0.094,0.18461538
0.096,0.20000000
0.097,0.19230769
0.099,0.18461538
0.100,0.19230769
0.101,0.19230769
0.103,0.18461538
0.104,0.20000000
0.106,0.19230769
0.107,0.18461538
0.108,0.19230769
0.110,0.19230769
0.111,0.20000000
0.113,0.20000000
0.114,0.20769231
0.115,0.21538462
0.117,0.21538462
0.118,0.22307692
0.119,0.23076923
0.121,0.23846154
0.122,0.23076923
0.124,0.22307692
0.125,0.22307692
0.126,0.21538462
0.128,0.20769231
0.129,0.20769231
0.131,0.20000000
0.132,0.19230769
0.133,0.20000000
0.135,0.20769231
0.136,0.19230769
0.138,0.19230769
0.139,0.20000000
0.140,0.20000000
0.142,0.20769231
0.143,0.20000000
0.144,0.20000000
0.146,0.19230769
0.147,0.20000000
0.149,0.18461538
0.150,0.18461538
0.151,0.19230769
0.153,0.19230769
0.154,0.19230769
0.156,0.19230769
0.157,0.18461538
0.158,0.18461538
0.160,0.19230769
0.161,0.20000000
0.163,0.20000000
0.164,0.19230769
0.165,0.19230769
0.167,0.19230769
0.168,0.19230769
0.169,0.19230769
0.171,0.19230769
0.172,0.17692308
0.174,0.19230769
0.175,0.17692308
0.176,0.18461538
0.178,0.18461538
0.179,0.17692308
0.181,0.18461538
0.182,0.18461538
0.183,0.17692308
0.185,0.19230769
0.186,0.16923077
0.188,0.17692308
0.189,0.19230769
0.190,0.17692308
0.192,0.16923077
0.193,0.17692308
0.194,0.18461538
0.196,0.16923077
0.197,0.16923077
0.199,0.17692308
0.200,0.17692308
0.201,0.16923077
0.203,0.16923077
0.204,0.16923077
0.206,0.16923077
0.207,0.16923077
0.208,0.16923077
0.210,0.16153846
0.211,0.16923077
0.212,0.17692308
0.214,0.18461538
0.215,0.20000000
0.217,0.19230769
0.218,0.19230769
0.219,0.19230769
0.221,0.19230769
0.222,0.19230769
0.224,0.20000000
0.225,0.20000000
0.226,0.20000000
0.228,0.19230769
0.229,0.20000000
0.231,0.20769231
0.232,0.21538462
0.233,0.21538462
0.235,0.21538462
0.236,0.21538462
0.237,0.20769231
0.239,0.21538462
0.240,0.21538462
0.242,0.21538462
0.243,0.20000000
0.244,0.21538462
0.246,0.22307692
0.247,0.22307692
0.249,0.22307692
0.250,0.23076923
0.251,0.21538462
0.253,0.21538462
0.254,0.22307692
0.256,0.21538462
0.257,0.20000000
0.258,0.18461538
0.260,0.17692308
0.261,0.17692308
0.263,0.18461538
0.264,0.18461538
0.265,0.20000000
0.267,0.20769231
0.268,0.20769231
0.269,0.20000000
0.271,0.21538462
0.272,0.21538462
0.274,0.21538462
0.275,0.22307692
0.276,0.22307692
0.278,0.23076923
0.279,0.23846154
0.281,0.23846154
0.282,0.23846154
0.283,0.23846154
0.285,0.23846154
0.286,0.23846154
0.287,0.23846154
0.289,0.24615385
0.290,0.26153846
0.292,0.25384615
0.293,0.24615385
0.294,0.23846154
0.296,0.24615385
0.297,0.23846154
0.299,0.21538462
0.300,0.23076923
0.301,0.23076923
0.303,0.23076923
0.304,0.23076923
0.306,0.23076923
0.307,0.21538462
0.308,0.20769231
0.310,0.22307692
0.311,0.21538462
0.312,0.19230769
0.314,0.18461538
0.315,0.16153846
0.317,0.13076923
0.318,0.12307692
0.319,0.11538462
0.321,0.09230769
0.322,0.06153846
0.324,0.03076923
0.325,0.00769231
0.326,-0.03076923
0.328,-0.06153846
0.329,-0.07692308
0.331,-0.10769231
0.332,-0.14615385
0.333,-0.16923077
0.335,-0.20769231
0.336,-0.25384615
0.338,-0.29230769
0.339,-0.33076923
0.340,-0.35384615
0.342,-0.37692308
0.343,-0.36923077
0.344,-0.36923077
0.346,-0.37692308
0.347,-0.39230769
0.349,-0.40000000
0.350,-0.39230769
0.351,-0.39230769
0.353,-0.36153846
0.354,-0.34615385
0.356,-0.33846154
0.357,-0.32307692
0.358,-0.28461538
0.360,-0.27692308
0.361,-0.25384615
0.362,-0.22307692
0.364,-0.19230769
0.365,-0.17692308
0.367,-0.14615385
0.368,-0.12307692
0.369,-0.09230769
0.371,-0.07692308
0.372,-0.09230769
0.374,-0.09230769
0.375,-0.09230769
0.376,-0.09230769
0.378,-0.07692308
0.379,-0.06923077
0.381,-0.06923077
0.382,-0.07692308
0.383,-0.06923077
0.385,-0.06923077
0.386,-0.06153846
0.388,-0.06153846
0.389,-0.06153846
0.390,-0.04615385
0.392,-0.04615385
0.393,-0.03846154
0.394,-0.03076923
0.396,-0.02307692
0.397,-0.01538462
0.399,0.00769231
0.400,0.00000000
0.401,0.00769231
0.403,0.00769231
0.404,-0.00769231
0.406,0.00769231
0.407,0.03076923
0.408,0.02307692
0.410,0.01538462
0.411,0.02307692
0.412,0.03846154
0.414,0.04615385
0.415,0.05384615
0.417,0.06153846
0.418,0.06923077
0.419,0.08461538
0.421,0.10769231
0.422,0.12307692
0.424,0.13076923
0.425,0.14615385
0.426,0.15384615
0.428,0.16153846
0.429,0.17692308
0.431,0.18461538
0.432,0.18461538
0.433,0.19230769
0.435,0.16923077
0.436,0.17692308
0.438,0.17692308
0.439,0.18461538
0.440,0.18461538
0.442,0.19230769
0.443,0.18461538
0.444,0.20000000
0.446,0.19230769
0.447,0.18461538
0.449,0.20769231
0.450,0.20769231
0.451,0.20000000
0.453,0.20000000
0.454,0.21538462
0.456,0.20769231
0.457,0.21538462
0.458,0.22307692
0.460,0.23076923
0.461,0.22307692
0.463,0.22307692
0.464,0.23076923
0.465,0.23076923
0.467,0.22307692
0.468,0.21538462
0.469,0.22307692
0.471,0.22307692
0.472,0.22307692
0.474,0.22307692
0.475,0.22307692
0.476,0.22307692
0.478,0.23846154
0.479,0.23076923
0.481,0.22307692
0.482,0.23846154
0.483,0.23846154
0.485,0.23846154
0.486,0.24615385
0.487,0.23846154
0.489,0.23846154
0.490,0.23846154
0.492,0.23846154
0.493,0.23846154
0.494,0.24615385
0.496,0.25384615
0.497,0.25384615
0.499,0.24615385
0.500,0.24615385
0.501,0.25384615
0.503,0.24615385
0.504,0.25384615
0.506,0.26153846
0.507,0.26923077
0.508,0.26153846
0.510,0.26923077
0.511,0.26923077
0.512,0.26923077
0.514,0.27692308
0.515,0.27692308
0.517,0.26923077
0.518,0.26153846
0.519,0.26153846
0.521,0.26923077
0.522,0.26153846
0.524,0.26923077
0.525,0.27692308
0.526,0.27692308
0.528,0.27692308
0.529,0.29230769
0.531,0.29230769
0.532,0.29230769
0.533,0.29230769
0.535,0.30000000
0.536,0.30000000
0.537,0.30000000
0.539,0.30769231
0.540,0.30769231
0.542,0.31538462
0.543,0.32307692
0.544,0.31538462
0.546,0.32307692
0.547,0.33846154
0.549,0.33076923
0.550,0.33846154
0.551,0.33846154
0.553,0.35384615
0.554,0.34615385
0.556,0.33846154
0.557,0.34615385
0.558,0.34615385
0.560,0.33846154
0.561,0.33846154
0.562,0.34615385
0.564,0.36153846
0.565,0.36153846
0.567,0.35384615
0.568,0.36153846
0.569,0.36923077
0.571,0.38461538
0.572,0.39230769
0.574,0.41538462
0.575,0.42307692
0.576,0.43076923
0.578,0.45384615
0.579,0.46923077
0.581,0.46923077
0.582,0.48461538
0.583,0.49230769
0.585,0.49230769
0.586,0.50769231
0.588,0.53076923
0.589,0.51538462
0.590,0.52307692
0.592,0.54615385
0.593,0.56923077
0.594,0.58461538
0.596,0.59230769
0.597,0.60000000
0.599,0.62307692
0.600,0.63846154
0.601,0.64615385
0.603,0.65384615
0.604,0.65384615
0.606,0.66923077
0.607,0.66923077
0.608,0.68461538
0.610,0.68461538
0.611,0.68461538
0.613,0.69230769
0.614,0.70000000
0.615,0.70000000
0.617,0.70000000
0.618,0.69230769
0.619,0.71538462
0.621,0.70769231
0.622,0.70000000
0.624,0.71538462
0.625,0.71538462
0.626,0.70769231
0.628,0.70769231
0.629,0.71538462
0.631,0.71538462
0.632,0.72307692
0.633,0.71538462
0.635,0.70000000
0.636,0.69230769
0.637,0.70769231
0.639,0.70000000
0.640,0.69230769
0.642,0.68461538
0.643,0.67692308
0.644,0.66153846
0.646,0.66923077
0.647,0.66153846
0.649,0.65384615
0.650,0.64615385
0.651,0.63846154
0.653,0.62307692
0.654,0.62307692
0.656,0.60000000
0.657,0.59230769
0.658,0.58461538
0.660,0.56923077
0.661,0.56923077
0.662,0.56923077
0.664,0.56923077
0.665,0.56923077
0.667,0.56153846
0.668,0.55384615
0.669,0.55384615
0.671,0.54615385
0.672,0.55384615
0.674,0.55384615
0.675,0.53846154
0.676,0.51538462
0.678,0.52307692
0.679,0.53076923
0.681,0.50769231
0.682,0.50000000
0.683,0.50000000
0.685,0.47692308
0.686,0.46923077
0.688,0.45384615
0.689,0.44615385
0.690,0.43846154
0.692,0.42307692
0.693,0.41538462
0.694,0.40769231
0.696,0.40769231
0.697,0.40000000
0.699,0.38461538
0.700,0.37692308
0.701,0.37692308
0.703,0.36153846
0.704,0.35384615
0.706,0.34615385
0.707,0.33846154
0.708,0.33076923
0.710,0.33846154
0.711,0.33846154
0.713,0.33076923
0.714,0.31538462
0.715,0.31538462
0.717,0.32307692
0.718,0.31538462
0.719,0.31538462
0.721,0.30769231
0.722,0.30000000
0.724,0.29230769
0.725,0.30769231
0.726,0.30000000
0.728,0.28461538
0.729,0.26153846
0.731,0.26923077
0.732,0.26923077
0.733,0.26153846
0.735,0.26153846
0.736,0.27692308
0.738,0.26923077
0.739,0.26153846
0.740,0.26923077
0.742,0.26153846
0.743,0.24615385
0.744,0.24615385
0.746,0.25384615
0.747,0.25384615
0.749,0.25384615
0.750,0.24615385
0.751,0.25384615
0.753,0.24615385
0.754,0.23846154
0.756,0.23076923
0.757,0.24615385
0.758,0.24615385
0.760,0.23846154
0.761,0.24615385
0.762,0.24615385
0.764,0.23076923
0.765,0.23076923
0.767,0.23846154
0.768,0.22307692
0.769,0.21538462
0.771,0.22307692
0.772,0.23076923
0.774,0.22307692
0.775,0.23846154
0.776,0.23846154
0.778,0.23846154
0.779,0.24615385
0.781,0.25384615
0.782,0.24615385
0.783,0.24615385
0.785,0.24615385
0.786,0.24615385
0.787,0.24615385
0.789,0.26153846
0.790,0.25384615
0.792,0.24615385
0.793,0.24615385
0.794,0.23846154
0.796,0.23846154
0.797,0.24615385
0.799,0.23846154
0.800,0.23076923
0.801,0.23846154
0.803,0.23846154
0.804,0.23846154
0.806,0.23846154
0.807,0.23846154
0.808,0.22307692
0.810,0.23846154
0.811,0.24615385
0.812,0.24615385
0.814,0.23846154
0.815,0.23846154
0.817,0.23846154
0.818,0.24615385
0.819,0.24615385
0.821,0.23846154
0.822,0.23846154
0.824,0.23846154
0.825,0.22307692
0.826,0.23076923
0.828,0.23846154
0.829,0.23846154
0.831,0.23076923
0.832,0.23076923
0.833,0.23076923
0.835,0.23076923
0.836,0.22307692
0.838,0.22307692
0.839,0.22307692
0.840,0.22307692
0.842,0.22307692
0.843,0.22307692
0.844,0.23076923
0.846,0.23076923
0.847,0.23076923
0.849,0.23076923
0.850,0.23846154
0.851,0.23076923
0.853,0.22307692
0.854,0.21538462
0.856,0.20769231
0.857,0.20769231
0.858,0.20000000
0.860,0.20769231
0.861,0.20769231
0.863,0.20769231
0.864,0.20769231
0.865,0.20769231
0.867,0.20769231
0.868,0.21538462
0.869,0.21538462
0.871,0.21538462
0.872,0.20769231
0.874,0.21538462
0.875,0.20000000
0.876,0.19230769
0.878,0.19230769
0.879,0.18461538
0.881,0.17692308
0.882,0.19230769
0.883,0.18461538
0.885,0.16923077
0.886,0.17692308
0.887,0.17692308
0.889,0.16923077
0.890,0.16923077
0.892,0.15384615
0.893,0.16153846
0.894,0.17692308
0.896,0.18461538
0.897,0.18461538
0.899,0.17692308
0.900,0.18461538
0.901,0.17692308
0.903,0.18461538
0.904,0.18461538
0.906,0.17692308
0.907,0.18461538
0.908,0.18461538
0.910,0.17692308
0.911,0.18461538
0.912,0.16923077
0.914,0.18461538
0.915,0.18461538
0.917,0.17692308
0.918,0.19230769
0.919,0.19230769
0.921,0.19230769
0.922,0.18461538
0.924,0.18461538
0.925,0.19230769
0.926,0.19230769
0.928,0.19230769
0.929,0.20000000
0.931,0.20000000
0.932,0.19230769
0.933,0.18461538
0.935,0.19230769
0.936,0.18461538
0.938,0.19230769
0.939,0.18461538
0.940,0.19230769
0.942,0.19230769
0.943,0.18461538
0.944,0.17692308
0.946,0.16923077
0.947,0.16923077
0.949,0.16923077
0.950,0.16153846
0.951,0.16153846
0.953,0.17692308
0.954,0.17692308
0.956,0.17692308
0.957,0.19230769
0.958,0.19230769
0.960,0.17692308
0.961,0.18461538
0.963,0.18461538
0.964,0.18461538
0.965,0.19230769
0.967,0.18461538
0.968,0.19230769
0.969,0.18461538
0.971,0.18461538
0.972,0.19230769
0.974,0.20000000
0.975,0.20769231
0.976,0.20769231
0.978,0.20769231
0.979,0.20769231
